Make,Model,Type,Origin,DriveTrain,EngineSize,Cylinders,Horsepower,MPG_City,MPG_Highway,Weight,Wheelbase,Length
Hyundai,Elantra GT 4dr,Sedan,Asia,Front,2.0,4.0,138,26,34,2635,103,178
Hyundai,Elantra GT 4dr hatch,Sedan,Asia,Front,2.0,4.0,138,26,34,2698,103,178
Hyundai,Sonata GLS 4dr,Sedan,Asia,Front,2.7,6.0,170,19,27,3217,106,187
Hyundai,Sonata LX 4dr,Sedan,Asia,Front,2.7,6.0,170,19,27,3217,106,187
Hyundai,XG350 4dr,Sedan,Asia,Front,3.5,6.0,194,17,26,3651,108,192
Hyundai,XG350 L 4dr,Sedan,Asia,Front,3.5,6.0,194,17,26,3651,108,192
Hyundai,Tiburon GT V6 2dr,Sports,Asia,Front,2.7,6.0,172,19,26,3023,100,173
Infiniti,G35 4dr,Sedan,Asia,Rear,3.5,6.0,260,18,26,3336,112,187
Infiniti,G35 Sport Coupe 2dr,Sedan,Asia,Rear,3.5,6.0,280,18,26,3416,112,182
Infiniti,G35 4dr,Sedan,Asia,All,3.5,6.0,260,18,26,3677,112,187
Infiniti,I35 4dr,Sedan,Asia,Front,3.5,6.0,255,19,26,3306,108,194
Infiniti,M45 4dr,Sedan,Asia,Rear,4.5,8.0,340,17,23,3851,110,197
Infiniti,Q45 Luxury 4dr,Sedan,Asia,Rear,4.5,8.0,340,17,23,3977,113,200
Infiniti,FX35,Wagon,Asia,Rear,3.5,6.0,280,16,22,4056,112,189
Infiniti,FX45,Wagon,Asia,All,4.5,8.0,315,15,19,4309,112,189
Isuzu,Ascender S,SUV,Asia,All,4.2,6.0,275,15,20,4967,129,208
Isuzu,Rodeo S,SUV,Asia,Front,3.2,6.0,193,17,21,3836,106,178
Kia,Sorento LX,SUV,Asia,Front,3.5,6.0,192,16,19,4112,107,180
Kia,Optima LX 4dr,Sedan,Asia,Front,2.4,4.0,138,23,30,3281,106,186
Kia,Rio 4dr manual,Sedan,Asia,Front,1.6,4.0,104,26,33,2403,95,167
Kia,Rio 4dr auto,Sedan,Asia,Front,1.6,4.0,104,25,32,2458,95,167
Kia,Spectra 4dr,Sedan,Asia,Front,1.8,4.0,124,24,32,2661,101,178
Kia,Spectra GS 4dr hatch,Sedan,Asia,Front,1.8,4.0,124,24,32,2686,101,178
Kia,Spectra GSX 4dr hatch,Sedan,Asia,Front,1.8,4.0,124,24,32,2697,101,178
Kia,Optima LX V6 4dr,Sedan,Asia,Front,2.7,6.0,170,20,27,3279,106,186
Kia,Amanti 4dr,Sedan,Asia,Front,3.5,6.0,195,17,25,4021,110,196
Kia,Sedona LX,Sedan,Asia,Front,3.5,6.0,195,16,22,4802,115,194
Kia,Rio Cinco,Wagon,Asia,Front,1.6,4.0,104,26,33,2447,95,167
Lexus,GX 470,SUV,Asia,All,4.7,8.0,235,15,19,4740,110,188
Lexus,LX 470,SUV,Asia,All,4.7,8.0,235,13,17,5590,112,193
Lexus,RX 330,SUV,Asia,All,3.3,6.0,230,18,24,4065,107,186
Lexus,ES 330 4dr,Sedan,Asia,Front,3.3,6.0,225,20,29,3460,107,191
Lexus,IS 300 4dr manual,Sedan,Asia,Rear,3.0,6.0,215,18,25,3255,105,177
Lexus,IS 300 4dr auto,Sedan,Asia,Rear,3.0,6.0,215,18,24,3285,105,177
Lexus,GS 300 4dr,Sedan,Asia,Rear,3.0,6.0,220,18,25,3649,110,189
Lexus,GS 430 4dr,Sedan,Asia,Rear,4.3,8.0,300,18,23,3715,110,189
Lexus,LS 430 4dr,Sedan,Asia,Rear,4.3,8.0,290,18,25,3990,115,197
Lexus,SC 430 convertible 2dr,Sports,Asia,Rear,4.3,8.0,300,18,23,3840,103,178
Lexus,IS 300 SportCross,Wagon,Asia,Rear,3.0,6.0,215,18,24,3410,105,177
Mazda,Tribute DX 2.0,SUV,Asia,All,2.0,4.0,130,22,25,3091,103,173
Mazda,Mazda3 i 4dr,Sedan,Asia,Front,2.0,4.0,148,26,34,2696,104,178
Mazda,Mazda3 s 4dr,Sedan,Asia,Front,2.3,4.0,160,25,31,2762,104,179
Mazda,Mazda6 i 4dr,Sedan,Asia,Front,2.3,4.0,160,24,32,3042,105,187
Mazda,MPV ES,Sedan,Asia,Front,3.0,6.0,200,18,25,3812,112,188
Mazda,MX-5 Miata convertible 2dr,Sports,Asia,Rear,1.8,4.0,142,23,28,2387,89,156
Mazda,MX-5 Miata LS convertible 2dr,Sports,Asia,Rear,1.8,4.0,142,23,28,2387,89,156
Mazda,RX-8 4dr automatic,Sports,Asia,Rear,1.3,,197,18,25,3053,106,174
Mazda,RX-8 4dr manual,Sports,Asia,Rear,1.3,,238,18,24,3029,106,174
Mazda,B2300 SX Regular Cab,Truck,Asia,Rear,2.3,4.0,143,24,29,2960,112,188
Mazda,B4000 SE Cab Plus,Truck,Asia,All,4.0,6.0,207,15,19,3571,126,203
Mitsubishi,Endeavor XLS,SUV,Asia,All,3.8,6.0,215,17,21,4134,109,190
Mitsubishi,Montero XLS,SUV,Asia,All,3.8,6.0,215,15,19,4718,110,190
Mitsubishi,Outlander LS,SUV,Asia,Front,2.4,4.0,160,21,27,3240,103,179
Mitsubishi,Lancer ES 4dr,Sedan,Asia,Front,2.0,4.0,120,25,31,2656,102,181
Mitsubishi,Lancer LS 4dr,Sedan,Asia,Front,2.0,4.0,120,25,31,2795,102,181
Mitsubishi,Galant ES 2.4L 4dr,Sedan,Asia,Front,2.4,4.0,160,23,30,3351,108,191
Mitsubishi,Lancer OZ Rally 4dr auto,Sedan,Asia,Front,2.0,4.0,120,25,31,2744,102,181
Mitsubishi,Diamante LS 4dr,Sedan,Asia,Front,3.5,6.0,205,18,25,3549,107,194
Mitsubishi,Galant GTS 4dr,Sedan,Asia,Front,3.8,6.0,230,18,26,3649,108,191
Mitsubishi,Eclipse GTS 2dr,Sports,Asia,Front,3.0,6.0,210,21,28,3241,101,177
Mitsubishi,Eclipse Spyder GT convertible 2dr,Sports,Asia,Front,3.0,6.0,210,21,28,3296,101,177
Mitsubishi,Lancer Evolution 4dr,Sports,Asia,Front,2.0,4.0,271,18,26,3263,103,179
Mitsubishi,Lancer Sportback LS,Wagon,Asia,Front,2.4,4.0,160,25,31,3020,102,181
Nissan,Pathfinder Armada SE,SUV,Asia,Front,5.6,8.0,305,13,19,5013,123,207
Nissan,Pathfinder SE,SUV,Asia,Front,3.5,6.0,240,16,21,3871,106,183
Nissan,Xterra XE V6,SUV,Asia,Front,3.3,6.0,180,17,20,3760,104,178
Nissan,Sentra 1.8 4dr,Sedan,Asia,Front,1.8,4.0,126,28,35,2513,100,178
Nissan,Sentra 1.8 S 4dr,Sedan,Asia,Front,1.8,4.0,126,28,35,2581,100,178
Nissan,Altima S 4dr,Sedan,Asia,Front,2.5,4.0,175,21,26,3039,110,192
Nissan,Sentra SE-R 4dr,Sedan,Asia,Front,2.5,4.0,165,23,28,2761,100,178
Nissan,Altima SE 4dr,Sedan,Asia,Front,3.5,6.0,245,21,26,3197,110,192
Nissan,Maxima SE 4dr,Sedan,Asia,Front,3.5,6.0,265,20,28,3473,111,194
Nissan,Maxima SL 4dr,Sedan,Asia,Front,3.5,6.0,265,20,28,3476,111,194
Nissan,Quest S,Sedan,Asia,Front,3.5,6.0,240,19,26,4012,124,204
Nissan,Quest SE,Sedan,Asia,Front,3.5,6.0,240,18,25,4175,124,204
Nissan,350Z coupe 2dr,Sports,Asia,Rear,3.5,6.0,287,20,26,3188,104,169
Nissan,350Z Enthusiast convertible 2dr,Sports,Asia,Rear,3.5,6.0,287,20,26,3428,104,169
Nissan,Frontier King Cab XE V6,Truck,Asia,All,3.3,6.0,180,17,20,3932,116,191
Nissan,Titan King Cab XE,Truck,Asia,All,5.6,8.0,305,14,18,5287,140,224
Nissan,Murano SL,Wagon,Asia,Rear,3.5,6.0,245,20,25,3801,111,188
Scion,xA 4dr hatch,Sedan,Asia,Front,1.5,4.0,108,32,38,2340,93,154
Scion,xB,Wagon,Asia,Front,1.5,4.0,108,31,35,2425,98,155
Subaru,Impreza 2.5 RS 4dr,Sedan,Asia,All,2.5,4.0,165,22,28,2965,99,174
Subaru,Legacy L 4dr,Sedan,Asia,All,2.5,4.0,165,21,28,3285,104,184
Subaru,Legacy GT 4dr,Sedan,Asia,All,2.5,4.0,165,21,28,3395,104,184
Subaru,Outback Limited Sedan 4dr,Sedan,Asia,All,2.5,4.0,165,20,27,3495,104,184
Subaru,Outback H6 4dr,Sedan,Asia,All,3.0,6.0,212,19,26,3610,104,184
Subaru,Outback H-6 VDC 4dr,Sedan,Asia,All,3.0,6.0,212,19,26,3630,104,184
Subaru,Impreza WRX 4dr,Sports,Asia,All,2.0,4.0,227,20,27,3085,99,174
Subaru,Impreza WRX STi 4dr,Sports,Asia,All,2.5,4.0,300,18,24,3263,100,174
Subaru,Baja,Truck,Asia,All,2.5,4.0,165,21,28,3485,104,193
Subaru,Forester X,Wagon,Asia,All,2.5,4.0,165,21,28,3090,99,175
Subaru,Outback,Wagon,Asia,All,2.5,4.0,165,21,28,3430,104,187
Suzuki,XL-7 EX,SUV,Asia,Front,2.7,6.0,185,18,22,3682,110,187
Suzuki,Vitara LX,SUV,Asia,All,2.5,6.0,165,19,22,3020,98,163
Suzuki,Aeno S 4dr,Sedan,Asia,Front,2.3,4.0,155,25,31,2676,98,171
Suzuki,Aerio LX 4dr,Sedan,Asia,Front,2.3,4.0,155,25,31,2676,98,171
Suzuki,Forenza S 4dr,Sedan,Asia,Front,2.0,4.0,119,24,31,2701,102,177
Suzuki,Forenza EX 4dr,Sedan,Asia,Front,2.0,4.0,119,22,30,2756,102,177
Suzuki,Verona LX 4dr,Sedan,Asia,Front,2.5,6.0,155,20,27,3380,106,188
Suzuki,Aerio SX,Wagon,Asia,All,2.3,4.0,155,24,29,2932,98,167
Toyota,Prius 4dr (gas/electric),Hybrid,Asia,Front,1.5,4.0,110,59,51,2890,106,175
Toyota,Sequoia SR5,SUV,Asia,All,4.7,8.0,240,14,17,5270,118,204
Toyota,4Runner SR5 V6,SUV,Asia,Front,4.0,6.0,245,18,21,4035,110,189
Toyota,Highlander V6,SUV,Asia,All,3.3,6.0,230,18,24,3935,107,185
Toyota,Land Cruiser,SUV,Asia,All,4.7,8.0,325,13,17,5390,112,193
Toyota,RAV4,SUV,Asia,All,2.4,4.0,161,22,27,3119,98,167
Toyota,Corolla CE 4dr,Sedan,Asia,Front,1.8,4.0,130,32,40,2502,102,178
Toyota,Corolla S 4dr,Sedan,Asia,Front,1.8,4.0,130,32,40,2524,102,178
Toyota,Corolla LE 4dr,Sedan,Asia,Front,1.8,4.0,130,32,40,2524,102,178
Toyota,Echo 2dr manual,Sedan,Asia,Front,1.5,4.0,108,35,43,2035,93,163
Toyota,Echo 2dr auto,Sedan,Asia,Front,1.5,4.0,108,33,39,2085,93,163
Toyota,Echo 4dr,Sedan,Asia,Front,1.5,4.0,108,35,43,2055,93,163
Toyota,Camry LE 4dr,Sedan,Asia,Front,2.4,4.0,157,24,33,3086,107,189
Toyota,Camry LE V6 4dr,Sedan,Asia,Front,3.0,6.0,210,21,29,3296,107,189
Toyota,Camry Solara SE 2dr,Sedan,Asia,Front,2.4,4.0,157,24,33,3175,107,193
Toyota,Camry Solara SE V6 2dr,Sedan,Asia,Front,3.3,6.0,225,20,29,3417,107,193
Toyota,Avalon XL 4dr,Sedan,Asia,Front,3.0,6.0,210,21,29,3417,107,192
Toyota,Camry XLE V6 4dr,Sedan,Asia,Front,3.0,6.0,210,21,29,3362,107,189
Toyota,Camry Solara SLE V6 2dr,Sedan,Asia,Front,3.3,6.0,225,20,29,3439,107,193
Toyota,Avalon XLS 4dr,Sedan,Asia,Front,3.0,6.0,210,21,29,3439,107,192
Toyota,Sienna CE,Sedan,Asia,Front,3.3,6.0,230,19,27,4120,119,200
Toyota,Sienna XLE Limited,Sedan,Asia,Front,3.3,6.0,230,19,27,4165,119,200
Toyota,Celica GT-S 2dr,Sports,Asia,Front,1.8,4.0,180,24,33,2500,102,171
Toyota,MR2 Spyder convertible 2dr,Sports,Asia,Rear,1.8,4.0,138,26,32,2195,97,153
Toyota,Tacoma,Truck,Asia,Rear,2.4,4.0,142,22,27,2750,103,191
Toyota,Tundra Regular Cab V6,Truck,Asia,Rear,3.4,6.0,190,16,18,3925,128,218
Toyota,Tundra Access Cab V6 SR5,Truck,Asia,All,3.4,6.0,190,14,17,4435,128,218
Toyota,Matrix XR,Wagon,Asia,Front,1.8,4.0,130,29,36,2679,102,171
